date,balance,level,cycle
2026-07-08,5199.53,5000,2
2026-07-09,5251.53,5000,2
2026-07-13,5330.3,5000,2
2026-07-15,5410.25,5000,2
2026-07-16,5383.2,5000,2
2026-07-20,5356.29,5000,2
2026-07-22,5329.5,5000,2
2026-07-23,5382.8,5000,2
2026-07-27,5463.54,5000,2
2026-07-29,5436.22,5000,2
2026-07-30,5490.59,5000,2
2026-08-03,5572.95,5000,2
2026-08-05,7462.5,7500,3
2026-08-06,7537.12,7500,3
2026-08-10,7499.44,7500,3
2026-08-12,7611.93,7500,3
2026-08-13,7573.87,7500,3
2026-08-17,7536.0,7500,3
2026-08-19,7649.04,7500,3
2026-08-20,7610.8,7500,3
2026-08-24,7572.74,7500,3
2026-08-26,7686.33,7500,3
2026-08-27,7647.9,7500,3
2026-08-31,7762.62,7500,3
2026-09-02,7879.06,7500,3
2026-09-03,7957.85,7500,3
2026-09-07,7918.06,7500,3
2026-09-14,7878.47,7500,3
2026-09-16,7996.65,7500,3
2026-09-17,7956.66,7500,3
2026-09-21,8076.01,7500,3
2026-09-23,8197.16,7500,3
2026-09-24,8156.17,7500,3
2026-09-28,8278.51,7500,3
2026-09-30,7612.5,7500,4
2026-10-01,7688.62,7500,4
2026-10-05,7803.95,7500,4
2026-10-07,7921.01,7500,4
2026-10-08,7881.41,7500,4
2026-10-12,7842.0,7500,4
2026-10-14,7802.79,7500,4
2026-10-15,7763.78,7500,4
2026-10-19,7724.96,7500,4
2026-10-21,7840.83,7500,4
2026-10-22,7919.24,7500,4
2026-10-26,7879.65,7500,4
2026-10-28,7840.25,7500,4
2026-10-29,7801.05,7500,4
2026-11-02,7918.06,7500,4
2026-11-04,8036.83,7500,4
2026-11-05,7996.65,7500,4
2026-11-09,7956.66,7500,4
2026-11-11,7916.88,7500,4
2026-11-12,7996.05,7500,4
2026-11-16,8115.99,7500,4
2026-11-18,8237.73,7500,4
2026-11-19,8196.54,7500,4
2026-11-23,8319.49,7500,4
2026-11-25,7462.5,7500,5
2026-11-26,7537.12,7500,5
2026-11-30,7499.44,7500,5
2026-12-02,7461.94,7500,5
2026-12-03,7536.56,7500,5
2026-12-07,7649.61,7500,5
2026-12-09,7611.36,7500,5
2026-12-10,7573.31,7500,5
2026-12-14,7535.44,7500,5
2026-12-16,7648.47,7500,5
2026-12-17,7610.23,7500,5
2026-12-21,7724.38,7500,5
2026-12-23,7840.25,7500,5
2026-12-24,7918.65,7500,5
2026-12-28,7879.06,7500,5
2026-12-30,7839.66,7500,5
2026-12-31,7918.06,7500,5
2027-01-04,8036.83,7500,5
2027-01-06,7996.64,7500,5
2027-01-07,8076.61,7500,5
2027-01-11,8036.23,7500,5
2027-01-13,7996.05,7500,5
2027-01-14,8076.01,7500,5
2027-01-18,8035.63,7500,5
2027-01-20,8156.16,7500,5
2027-01-21,8237.72,7500,5
2027-01-25,8196.53,7500,5
2027-01-27,8155.55,7500,5
2027-01-28,8114.77,7500,5
2027-02-01,8236.5,7500,5
2027-02-03,8195.31,7500,5
2027-02-04,8277.27,7500,5
2027-02-08,9950.0,10000,6
2027-02-10,9900.25,10000,6
2027-02-11,9850.75,10000,6
2027-02-15,9998.51,10000,6
2027-02-17,9948.52,10000,6
2027-02-18,10048.0,10000,6
2027-02-22,10198.72,10000,6
2027-02-24,10351.7,10000,6
2027-02-25,10299.94,10000,6
2027-03-01,10248.45,10000,6
2027-03-03,10197.2,10000,6
2027-03-04,10299.18,10000,6
2027-03-08,10453.66,10000,6
2027-03-10,10401.39,10000,6
2027-03-11,10505.41,10000,6
2027-03-15,10662.99,10000,6
2027-03-17,10609.67,10000,6
2027-03-18,10715.77,10000,6
2027-03-22,10662.19,10000,6
2027-03-24,10822.13,10000,6
2027-03-25,10768.01,10000,6
2027-03-29,10714.17,10000,6
2027-03-31,10874.89,10000,6
2027-04-01,10820.51,10000,6
2027-04-05,10766.41,10000,6
2027-04-07,10927.91,10000,6
2027-04-08,10873.27,10000,6
2027-04-12,11036.37,10000,6
2027-04-14,10150.0,10000,7
2027-04-15,10251.5,10000,7
2027-04-19,10200.24,10000,7
2027-04-21,10149.24,10000,7
2027-04-22,10301.48,10000,7
2027-04-26,10249.97,10000,7
2027-04-28,10403.72,10000,7
2027-04-29,10559.78,10000,7
2027-05-03,10506.98,10000,7
2027-05-05,10664.58,10000,7
2027-05-06,10824.55,10000,7
2027-05-10,10932.8,10000,7
2027-05-12,11096.79,10000,7
2027-05-13,10150.0,10000,8
2027-05-17,10099.25,10000,8
2027-05-19,10048.75,10000,8
2027-05-20,9998.51,10000,8
2027-05-24,9948.52,10000,8
2027-05-26,9898.77,10000,8
2027-05-27,10047.26,10000,8
2027-05-31,10147.73,10000,8
2027-06-02,10096.99,10000,8
2027-06-03,10046.51,10000,8
2027-06-07,9996.27,10000,8
2027-06-09,10146.22,10000,8
2027-06-10,10298.41,10000,8
2027-06-14,10246.92,10000,8
2027-06-16,10195.68,10000,8
2027-06-17,10144.71,10000,8
2027-06-21,10246.15,10000,8
2027-06-23,10399.84,10000,8
2027-06-24,10555.84,10000,8
2027-06-28,10503.06,10000,8
2027-06-30,10660.61,10000,8
2027-07-01,10607.31,10000,8
2027-07-05,10713.38,10000,8
2027-07-07,10659.81,10000,8
2027-07-08,10606.51,10000,8
2027-07-12,10712.58,10000,8
2027-07-14,10873.27,10000,8
2027-07-15,10818.9,10000,8
2027-07-19,10764.81,10000,8
2027-07-21,10710.98,10000,8
2027-07-22,10871.65,10000,8
2027-07-26,10817.29,10000,8
2027-07-28,10979.55,10000,8
2027-07-29,11144.24,10000,8
2027-08-02,25250.0,25000,9
2027-08-04,25123.75,25000,9
2027-08-05,24998.13,25000,9
2027-08-09,25248.11,25000,9
2027-08-11,25626.83,25000,9
2027-08-12,25498.7,25000,9
2027-08-16,25753.69,25000,9
2027-08-18,25624.92,25000,9
2027-08-19,25496.79,25000,9
2027-08-23,25751.76,25000,9
2027-08-25,25623.0,25000,9
2027-08-26,26007.35,25000,9
2027-08-30,26267.42,25000,9
2027-09-01,26136.08,25000,9
2027-09-02,26005.4,25000,9
2027-09-06,25875.38,25000,9
2027-09-08,26263.51,25000,9
2027-09-09,26132.19,25000,9
2027-09-13,26393.51,25000,9
2027-09-15,26261.54,25000,9
2027-09-16,26130.24,25000,9
2027-09-20,25999.59,25000,9
2027-09-22,26389.58,25000,9
2027-09-23,26257.63,25000,9
2027-09-27,26520.21,25000,9
2027-09-29,26918.01,25000,9
2027-09-30,27321.78,25000,9
2027-10-04,27185.17,25000,9
2027-10-06,27049.25,25000,9
2027-10-07,26914.0,25000,9
2027-10-11,27183.14,25000,9
2027-10-13,27590.89,25000,9
2027-10-14,24875.0,25000,10
2027-10-18,25123.75,25000,10
2027-10-20,25500.61,25000,10
2027-10-21,25373.1,25000,10
2027-10-25,25626.83,25000,10
2027-10-27,25498.7,25000,10
2027-10-28,25881.18,25000,10
2027-11-01,25751.77,25000,10
2027-11-03,25623.02,25000,10
2027-11-04,26007.36,25000,10
2027-11-08,25877.32,25000,10
2027-11-10,25747.94,25000,10
2027-11-11,26134.16,25000,10
2027-11-15,26003.49,25000,10
2027-11-17,26393.54,25000,10
2027-11-18,26789.44,25000,10
2027-11-22,27057.34,25000,10
2027-11-24,26922.05,25000,10
2027-11-25,26787.44,25000,10
2027-11-29,27189.25,25000,10
2027-12-01,27053.3,25000,10
2027-12-02,27459.1,25000,10
2027-12-06,27870.99,25000,10
2027-12-08,24875.0,25000,11
2027-12-09,25248.12,25000,11
2027-12-13,25626.85,25000,11
2027-12-15,25883.12,25000,11
2027-12-16,26271.36,25000,11
2027-12-20,26665.43,25000,11
2027-12-22,26532.11,25000,11
2027-12-23,26399.44,25000,11
2027-12-27,26267.45,25000,11
2027-12-29,26136.11,25000,11
2027-12-30,26005.43,25000,11
2028-01-03,26395.51,25000,11
2028-01-05,26659.47,25000,11
2028-01-06,26526.17,25000,11
2028-01-10,26393.54,25000,11
2028-01-12,26261.57,25000,11
2028-01-13,26655.49,25000,11
2028-01-17,27055.33,25000,11
2028-01-19,26920.05,25000,11
2028-01-20,26785.45,25000,11
2028-01-24,26651.52,25000,11
2028-01-26,26918.04,25000,11
2028-01-27,27321.81,25000,11
2028-01-31,27731.64,25000,11
2028-02-02,59700.0,60000,12
2028-02-03,60595.5,60000,12
2028-02-07,60292.52,60000,12
2028-02-09,60895.45,60000,12
2028-02-10,60590.97,60000,12
2028-02-14,60288.02,60000,12
2028-02-16,60890.9,60000,12
2028-02-17,61804.26,60000,12
2028-02-21,61495.24,60000,12
2028-02-23,61187.76,60000,12
2028-02-24,60881.82,60000,12
2028-02-28,61795.05,60000,12
2028-03-01,61486.08,60000,12
2028-03-02,62408.37,60000,12
2028-03-06,63344.49,60000,12
2028-03-08,63977.94,60000,12
2028-03-09,63658.05,60000,12
2028-03-13,63339.76,60000,12
2028-03-15,63973.15,60000,12
2028-03-16,64932.75,60000,12
2028-03-20,64608.09,60000,12
2028-03-22,65254.17,60000,12
2028-03-23,64927.9,60000,12
2028-03-27,64603.26,60000,12
2028-03-29,65249.29,60000,12
2028-03-30,64923.04,60000,12
2028-04-03,65896.89,60000,12
2028-04-05,66555.86,60000,12
2028-04-06,59700.0,60000,13
2028-04-10,59401.5,60000,13
2028-04-12,59104.49,60000,13
2028-04-13,59991.06,60000,13
2028-04-17,59691.1,60000,13
2028-04-19,60288.02,60000,13
2028-04-20,59986.58,60000,13
2028-04-24,59686.64,60000,13
2028-04-26,59388.21,60000,13
2028-04-27,60279.03,60000,13
2028-05-01,59977.64,60000,13
2028-05-03,60577.41,60000,13
2028-05-04,61486.08,60000,13
2028-05-08,62408.37,60000,13
2028-05-10,62096.32,60000,13
2028-05-11,61785.84,60000,13
2028-05-15,61476.91,60000,13
2028-05-17,62091.68,60000,13
2028-05-18,63023.06,60000,13
2028-05-22,62707.94,60000,13
2028-05-24,63335.02,60000,13
2028-05-25,64285.05,60000,13
2028-05-29,63963.62,60000,13
2028-05-31,64603.26,60000,13
2028-06-01,64280.24,60000,13
2028-06-05,65244.45,60000,13
2028-06-07,64918.22,60000,13
2028-06-08,64593.63,60000,13
2028-06-12,65562.54,60000,13
2028-06-14,65234.72,60000,13
2028-06-15,64908.55,60000,13
2028-06-19,65882.18,60000,13
2028-06-21,65552.77,60000,13
2028-06-22,66536.06,60000,13
2028-06-26,60900.0,60000,14
2028-06-28,61509.0,60000,14
2028-06-29,61201.46,60000,14
2028-07-03,60895.45,60000,14
2028-07-05,61808.88,60000,14
2028-07-06,61499.84,60000,14
2028-07-10,62422.33,60000,14
2028-07-12,63358.67,60000,14
2028-07-13,63041.87,60000,14
2028-07-17,63987.5,60000,14
2028-07-19,64947.31,60000,14
2028-07-20,65596.79,60000,14
2028-07-24,66580.74,60000,14
2028-07-26,152250.0,150000,15
2028-07-27,151488.75,150000,15
2028-07-31,150731.31,150000,15
2028-08-02,149977.65,150000,15
2028-08-03,149227.76,150000,15
2028-08-07,148481.62,150000,15
2028-08-09,150708.85,150000,15
2028-08-10,152215.94,150000,15
2028-08-14,151454.86,150000,15
2028-08-16,150697.58,150000,15
2028-08-17,149944.09,150000,15
2028-08-21,152193.26,150000,15
2028-08-23,154476.15,150000,15
2028-08-24,153703.77,150000,15
2028-08-28,152935.25,150000,15
2028-08-30,152170.58,150000,15
2028-08-31,153692.28,150000,15
2028-09-04,155997.67,150000,15
2028-09-06,158337.63,150000,15
2028-09-07,157545.94,150000,15
2028-09-11,159909.13,150000,15
2028-09-13,159109.59,150000,15
2028-09-14,160700.68,150000,15
2028-09-18,159897.18,150000,15
2028-09-20,159097.69,150000,15
2028-09-21,160688.67,150000,15
2028-09-25,163099.0,150000,15
2028-09-27,162283.51,150000,15
2028-09-28,161472.09,150000,15
2028-10-02,160664.73,150000,15
2028-10-04,163074.7,150000,15
2028-10-05,162259.33,150000,15
2028-10-09,164693.22,150000,15
2028-10-11,167163.61,150000,15
2028-10-12,151500.0,150000,16
2028-10-16,150742.5,150000,16
2028-10-18,149988.79,150000,16
2028-10-19,151488.68,150000,16
2028-10-23,153761.01,150000,16
2028-10-25,152992.2,150000,16
2028-10-26,154522.12,150000,16
2028-10-30,153749.51,150000,16
2028-11-01,152980.76,150000,16
2028-11-02,154510.57,150000,16
2028-11-06,153738.02,150000,16
2028-11-08,156044.09,150000,16
2028-11-09,157604.53,150000,16
2028-11-13,156816.51,150000,16
2028-11-15,156032.43,150000,16
2028-11-16,155252.26,150000,16
2028-11-20,157581.05,150000,16
2028-11-22,156793.14,150000,16
2028-11-23,158361.07,150000,16
2028-11-27,157569.27,150000,16
2028-11-29,156781.42,150000,16
2028-11-30,155997.51,150000,16
2028-12-04,158337.48,150000,16
2028-12-06,157545.79,150000,16
2028-12-07,159121.25,150000,16
2028-12-11,161508.07,150000,16
2028-12-13,163930.69,150000,16
2028-12-14,163111.03,150000,16
2028-12-18,162295.48,150000,16
2028-12-20,161484.0,150000,16
2028-12-21,163098.84,150000,16
2028-12-25,165545.32,150000,16
2028-12-27,149250.0,150000,17
2028-12-28,150742.5,150000,17
2029-01-01,153003.64,150000,17
2029-01-03,152238.62,150000,17
2029-01-04,153761.01,150000,17
2029-01-08,152992.2,150000,17
2029-01-10,155287.08,150000,17
2029-01-11,154510.65,150000,17
2029-01-15,153738.09,150000,17
2029-01-17,156044.17,150000,17
2029-01-18,155263.95,150000,17
2029-01-22,154487.63,150000,17
2029-01-24,156804.94,150000,17
2029-01-25,156020.92,150000,17
2029-01-29,158361.23,150000,17
2029-01-31,160736.65,150000,17
2029-02-01,162344.01,150000,17
2029-02-05,161532.29,150000,17
2029-02-07,160724.63,150000,17
2029-02-08,163135.5,150000,17
2029-02-12,162319.82,150000,17
2029-02-14,164754.62,150000,17
2029-02-15,167225.94,150000,17
