date,day_of_week,pair,orb_time_gmt,orb_time_ist,entry_mode,rr_ratio,expected_wr,direction,orb_high,orb_low,orb_range_pips,entry_time,entry_price,sl_price,tp_price,risk_pips,result,pnl_pips,exit_time,exit_price,exit_reason
2026-05-20,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.34395,1.34214,18.1,2026-05-20 15:15:00,1.34464,1.34194,1.35274,27.0,LOSS,-12.4,2026-05-20 23:45:00,1.3434,EOD Close
2026-05-21,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.37658,1.37609,4.9,2026-05-21 11:45:00,1.37693,1.37589,1.37901,10.4,WIN,20.8,2026-05-21 14:00:00,1.3790099999999998,TP Hit
2026-05-21,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.16145,1.16069,7.6,2026-05-21 11:45:00,1.16054,1.16165,1.15832,11.1,WIN,22.2,2026-05-21 13:35:00,1.1583199999999996,TP Hit
2026-05-21,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.34308,1.34261,4.7,2026-05-21 04:45:00,1.34314,1.34241,1.3446,7.3,LOSS,-7.3,2026-05-21 07:15:00,1.34241,SL Hit
2026-05-22,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.38223,1.38146,7.7,2026-05-22 16:15:00,1.38145,1.38243,1.379,9.8,LOSS,-9.8,2026-05-22 20:45:00,1.38243,SL Hit
2026-05-27,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.34301,1.34164,13.7,2026-05-27 16:45:00,1.34307,1.34144,1.34796,16.3,LOSS,-16.3,2026-05-27 23:45:00,1.34144,SL Hit
2026-05-28,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.33777,1.33685,9.2,2026-05-28 05:00:00,1.3379,1.33665,1.3404,12.5,WIN,25.0,2026-05-28 06:30:00,1.3404,TP Hit
2026-06-03,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.34373,1.34263,11.0,2026-06-03 15:30:00,1.3438,1.34243,1.34791,13.7,LOSS,-13.7,2026-06-03 16:00:00,1.34243,SL Hit
2026-06-04,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.34241,1.34176,6.5,2026-06-04 04:30:00,1.343,1.34156,1.34588,14.4,LOSS,-14.4,2026-06-04 07:30:00,1.34156,SL Hit
2026-06-10,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.34055,1.3392,13.5,2026-06-10 15:30:00,1.33907,1.34075,1.33403,16.8,WIN,29.1,2026-06-10 23:45:00,1.33616,EOD Close
2026-06-11,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.338,1.33778,2.2,2026-06-11 04:30:00,1.33844,1.33758,1.34016,8.6,LOSS,-8.6,2026-06-11 06:00:00,1.33758,SL Hit
2026-06-17,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.33944,1.33878,6.6,2026-06-17 15:15:00,1.33955,1.33858,1.34246,9.7,LOSS,-9.7,2026-06-17 18:00:00,1.33858,SL Hit
2026-06-18,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.33178,1.33155,2.3,2026-06-18 04:00:00,1.33131,1.33198,1.32997,6.7,WIN,13.4,2026-06-18 05:45:00,1.32997,TP Hit
