<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.05	16:00:00	1.15789	1.15845	1.15778	1.15839	713	0	9
2025.08.05	16:15:00	1.15838	1.15845	1.15767	1.15817	567	0	9
2025.08.05	16:30:00	1.15816	1.15859	1.15792	1.15793	608	0	9
2025.08.05	16:45:00	1.15794	1.15834	1.15790	1.15824	552	0	9
2025.08.05	17:00:00	1.15826	1.15826	1.15776	1.15796	543	0	9
2025.08.05	17:15:00	1.15797	1.15830	1.15789	1.15797	418	0	9
2025.08.05	17:30:00	1.15799	1.15828	1.15787	1.15811	457	0	9
2025.08.05	17:45:00	1.15809	1.15813	1.15751	1.15778	425	0	9
2025.08.05	18:00:00	1.15776	1.15791	1.15739	1.15751	430	0	9
2025.08.05	18:15:00	1.15750	1.15763	1.15732	1.15750	441	0	9
2025.08.05	18:30:00	1.15751	1.15775	1.15735	1.15753	411	0	9
2025.08.05	18:45:00	1.15753	1.15754	1.15701	1.15731	517	0	9
2025.08.05	19:00:00	1.15732	1.15735	1.15661	1.15697	442	0	9
2025.08.05	19:15:00	1.15697	1.15703	1.15675	1.15686	308	0	9
2025.08.05	19:30:00	1.15687	1.15710	1.15682	1.15706	311	0	9
2025.08.05	19:45:00	1.15706	1.15747	1.15702	1.15723	432	0	9
2025.08.05	20:00:00	1.15723	1.15750	1.15719	1.15720	250	0	9
2025.08.05	20:15:00	1.15720	1.15745	1.15715	1.15730	197	0	9
2025.08.05	20:30:00	1.15731	1.15755	1.15711	1.15755	189	0	9
2025.08.05	20:45:00	1.15757	1.15774	1.15718	1.15740	387	0	9
2025.08.05	21:00:00	1.15742	1.15742	1.15713	1.15726	161	0	22
2025.08.05	21:15:00	1.15726	1.15744	1.15722	1.15733	141	0	22
2025.08.05	21:30:00	1.15734	1.15735	1.15715	1.15716	156	0	53
2025.08.05	21:45:00	1.15716	1.15742	1.15715	1.15735	95	0	22
2025.08.05	22:00:00	1.15732	1.15767	1.15729	1.15733	228	0	9
2025.08.05	22:15:00	1.15733	1.15750	1.15725	1.15727	142	0	9
2025.08.05	22:30:00	1.15726	1.15730	1.15704	1.15725	138	0	9
2025.08.05	22:45:00	1.15725	1.15773	1.15725	1.15757	239	0	9
2025.08.05	23:00:00	1.15757	1.15767	1.15738	1.15741	183	0	9
2025.08.05	23:15:00	1.15741	1.15766	1.15726	1.15765	144	0	9
2025.08.05	23:30:00	1.15765	1.15781	1.15743	1.15774	201	0	9
2025.08.05	23:45:00	1.15774	1.15811	1.15773	1.15780	231	0	9
2025.08.06	00:00:00	1.15781	1.15847	1.15770	1.15778	503	0	9
2025.08.06	00:15:00	1.15778	1.15794	1.15750	1.15752	304	0	9
2025.08.06	00:30:00	1.15750	1.15771	1.15732	1.15747	359	0	9
2025.08.06	00:45:00	1.15748	1.15754	1.15726	1.15733	332	0	9
2025.08.06	01:00:00	1.15733	1.15733	1.15689	1.15698	391	0	9
2025.08.06	01:15:00	1.15698	1.15701	1.15643	1.15654	352	0	9
2025.08.06	01:30:00	1.15654	1.15694	1.15654	1.15688	329	0	9
2025.08.06	01:45:00	1.15687	1.15706	1.15652	1.15669	361	0	9
2025.08.06	02:00:00	1.15668	1.15679	1.15639	1.15664	301	0	9
2025.08.06	02:15:00	1.15664	1.15716	1.15659	1.15691	380	0	9
2025.08.06	02:30:00	1.15690	1.15706	1.15670	1.15672	323	0	9
2025.08.06	02:45:00	1.15672	1.15692	1.15657	1.15689	290	0	9
2025.08.06	03:00:00	1.15691	1.15736	1.15689	1.15734	321	0	9
2025.08.06	03:15:00	1.15734	1.15784	1.15734	1.15783	314	0	9
2025.08.06	03:30:00	1.15783	1.15785	1.15752	1.15767	252	0	9
2025.08.06	03:45:00	1.15767	1.15815	1.15752	1.15795	297	0	9
2025.08.06	04:00:00	1.15795	1.15825	1.15774	1.15775	301	0	9
2025.08.06	04:15:00	1.15776	1.15831	1.15773	1.15812	220	0	9
2025.08.06	04:30:00	1.15812	1.15849	1.15812	1.15833	256	0	9
2025.08.06	04:45:00	1.15832	1.15860	1.15822	1.15824	294	0	9
2025.08.06	05:00:00	1.15821	1.15830	1.15761	1.15785	392	0	9
2025.08.06	05:15:00	1.15785	1.15790	1.15767	1.15774	293	0	9
2025.08.06	05:30:00	1.15774	1.15777	1.15746	1.15772	278	0	9
2025.08.06	05:45:00	1.15772	1.15805	1.15740	1.15786	324	0	9
2025.08.06	06:00:00	1.15784	1.15828	1.15763	1.15801	528	0	9
2025.08.06	06:15:00	1.15799	1.15857	1.15791	1.15843	507	0	9
2025.08.06	06:30:00	1.15842	1.15881	1.15804	1.15819	650	0	9
2025.08.06	06:45:00	1.15823	1.15833	1.15772	1.15781	613	0	9
2025.08.06	07:00:00	1.15779	1.15793	1.15749	1.15757	631	0	9
2025.08.06	07:15:00	1.15755	1.15767	1.15710	1.15737	609	0	9
2025.08.06	07:30:00	1.15736	1.15781	1.15723	1.15762	442	0	9
2025.08.06	07:45:00	1.15763	1.15817	1.15743	1.15805	688	0	9
2025.08.06	08:00:00	1.15808	1.15830	1.15771	1.15812	634	0	9
2025.08.06	08:15:00	1.15814	1.15823	1.15714	1.15733	536	0	9
2025.08.06	08:30:00	1.15733	1.15804	1.15700	1.15799	621	0	9
2025.08.06	08:45:00	1.15799	1.15800	1.15722	1.15741	516	0	9
2025.08.06	09:00:00	1.15743	1.15806	1.15739	1.15799	503	0	9
2025.08.06	09:15:00	1.15799	1.15833	1.15785	1.15815	437	0	9
2025.08.06	09:30:00	1.15815	1.15841	1.15803	1.15824	477	0	9
2025.08.06	09:45:00	1.15824	1.15877	1.15817	1.15848	476	0	9
2025.08.06	10:00:00	1.15846	1.16046	1.15836	1.16042	1102	0	9
2025.08.06	10:15:00	1.16043	1.16104	1.15962	1.15963	907	0	9
2025.08.06	10:30:00	1.15962	1.16017	1.15925	1.16012	592	0	9
2025.08.06	10:45:00	1.16015	1.16095	1.15998	1.16065	616	0	9
2025.08.06	11:00:00	1.16064	1.16064	1.15973	1.16060	573	0	9
2025.08.06	11:15:00	1.16059	1.16125	1.16052	1.16116	489	0	9
2025.08.06	11:30:00	1.16118	1.16149	1.16061	1.16100	590	0	9
2025.08.06	11:45:00	1.16101	1.16107	1.16019	1.16041	513	0	9
2025.08.06	12:00:00	1.16038	1.16056	1.16000	1.16028	601	0	9
2025.08.06	12:15:00	1.16030	1.16077	1.15999	1.16044	691	0	9
2025.08.06	12:30:00	1.16042	1.16095	1.16033	1.16090	668	0	9
2025.08.06	12:45:00	1.16090	1.16282	1.16090	1.16232	1018	0	9
2025.08.06	13:00:00	1.16231	1.16329	1.16228	1.16324	887	0	9
2025.08.06	13:15:00	1.16323	1.16340	1.16240	1.16241	825	0	9
2025.08.06	13:30:00	1.16244	1.16286	1.16171	1.16225	1058	0	9
2025.08.06	13:45:00	1.16224	1.16357	1.16205	1.16356	1087	0	9
2025.08.06	14:00:00	1.16358	1.16359	1.16216	1.16269	1164	0	9
2025.08.06	14:15:00	1.16270	1.16347	1.16235	1.16338	843	0	9
2025.08.06	14:30:00	1.16338	1.16371	1.16252	1.16291	945	0	9
2025.08.06	14:45:00	1.16293	1.16330	1.16234	1.16269	1003	0	9
2025.08.06	15:00:00	1.16267	1.16392	1.16244	1.16372	941	0	9
2025.08.06	15:15:00	1.16372	1.16446	1.16364	1.16383	851	0	9
2025.08.06	15:30:00	1.16383	1.16397	1.16222	1.16352	1864	0	9
