<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.01	10:30:00	1.38771	1.38771	1.38667	1.38743	255	0	15
2025.08.01	10:45:00	1.38743	1.38752	1.38693	1.38717	260	0	15
2025.08.01	11:00:00	1.38716	1.38735	1.38607	1.38646	301	0	15
2025.08.01	11:15:00	1.38646	1.38705	1.38638	1.38703	260	0	15
2025.08.01	11:30:00	1.38703	1.38721	1.38643	1.38659	220	0	15
2025.08.01	11:45:00	1.38659	1.38716	1.38657	1.38704	239	0	15
2025.08.01	12:00:00	1.38704	1.38745	1.38692	1.38723	356	0	15
2025.08.01	12:15:00	1.38725	1.38755	1.38694	1.38723	392	0	15
2025.08.01	12:30:00	1.38725	1.38726	1.38121	1.38133	1990	0	15
2025.08.01	12:45:00	1.38136	1.38136	1.37850	1.37957	1546	0	15
2025.08.01	13:00:00	1.37955	1.37955	1.37743	1.37776	1450	0	15
2025.08.01	13:15:00	1.37776	1.37839	1.37710	1.37711	1163	0	15
2025.08.01	13:30:00	1.37713	1.37814	1.37624	1.37807	1254	0	15
2025.08.01	13:45:00	1.37808	1.37905	1.37769	1.37788	924	0	15
2025.08.01	14:00:00	1.37791	1.37828	1.37651	1.37815	1323	0	15
2025.08.01	14:15:00	1.37814	1.37815	1.37706	1.37795	959	0	15
2025.08.01	14:30:00	1.37797	1.37893	1.37773	1.37821	828	0	15
2025.08.01	14:45:00	1.37819	1.37924	1.37751	1.37881	933	0	15
2025.08.01	15:00:00	1.37883	1.37961	1.37853	1.37890	721	0	15
2025.08.01	15:15:00	1.37892	1.37992	1.37845	1.37986	652	0	15
2025.08.01	15:30:00	1.37985	1.37992	1.37837	1.37856	618	0	15
2025.08.01	15:45:00	1.37856	1.37856	1.37749	1.37795	471	0	15
2025.08.01	16:00:00	1.37795	1.37850	1.37791	1.37794	448	0	15
2025.08.01	16:15:00	1.37795	1.37879	1.37791	1.37876	402	0	15
2025.08.01	16:30:00	1.37876	1.37940	1.37854	1.37924	368	0	15
2025.08.01	16:45:00	1.37925	1.37960	1.37906	1.37949	378	0	15
2025.08.01	17:00:00	1.37949	1.38074	1.37941	1.38067	436	0	15
2025.08.01	17:15:00	1.38067	1.38080	1.37975	1.38022	386	0	15
2025.08.01	17:30:00	1.38020	1.38049	1.37994	1.38001	339	0	15
2025.08.01	17:45:00	1.38002	1.38040	1.38002	1.38021	282	0	15
2025.08.01	18:00:00	1.38019	1.38077	1.38009	1.38041	360	0	15
2025.08.01	18:15:00	1.38042	1.38058	1.37972	1.37973	336	0	15
2025.08.01	18:30:00	1.37973	1.37983	1.37927	1.37950	359	0	15
2025.08.01	18:45:00	1.37951	1.38167	1.37942	1.38165	530	0	15
2025.08.01	19:00:00	1.38163	1.38163	1.38048	1.38055	415	0	15
2025.08.01	19:15:00	1.38055	1.38068	1.38034	1.38049	226	0	15
2025.08.01	19:30:00	1.38049	1.38065	1.37894	1.37895	888	0	15
2025.08.01	19:45:00	1.37896	1.37960	1.37859	1.37957	555	0	15
2025.08.01	20:00:00	1.37957	1.37969	1.37808	1.37829	287	0	15
2025.08.01	20:15:00	1.37829	1.37848	1.37795	1.37809	218	0	15
2025.08.01	20:30:00	1.37809	1.37864	1.37764	1.37837	413	0	15
2025.08.01	20:45:00	1.37836	1.37854	1.37714	1.37849	682	0	15
2025.08.03	21:00:00	1.37704	1.37715	1.37695	1.37696	47	0	164
2025.08.03	21:15:00	1.37696	1.37720	1.37683	1.37719	107	0	122
2025.08.03	21:30:00	1.37720	1.37785	1.37713	1.37779	253	0	97
2025.08.03	21:45:00	1.37780	1.37839	1.37769	1.37839	292	0	86
2025.08.03	22:00:00	1.37871	1.37880	1.37773	1.37821	222	0	19
2025.08.03	22:15:00	1.37821	1.37843	1.37788	1.37831	230	0	17
2025.08.03	22:30:00	1.37832	1.37845	1.37809	1.37830	166	0	17
2025.08.03	22:45:00	1.37830	1.37849	1.37779	1.37790	230	0	17
2025.08.03	23:00:00	1.37791	1.37821	1.37764	1.37797	272	0	15
2025.08.03	23:15:00	1.37797	1.37830	1.37795	1.37810	138	0	15
2025.08.03	23:30:00	1.37810	1.37826	1.37789	1.37798	159	0	15
2025.08.03	23:45:00	1.37798	1.37799	1.37747	1.37773	237	0	15
2025.08.04	00:00:00	1.37775	1.37844	1.37752	1.37837	436	0	15
2025.08.04	00:15:00	1.37838	1.37876	1.37824	1.37867	280	0	15
2025.08.04	00:30:00	1.37866	1.37933	1.37866	1.37922	307	0	15
2025.08.04	00:45:00	1.37922	1.37923	1.37876	1.37905	339	0	15
2025.08.04	01:00:00	1.37905	1.37922	1.37838	1.37919	446	0	15
2025.08.04	01:15:00	1.37920	1.37942	1.37871	1.37921	385	0	15
2025.08.04	01:30:00	1.37921	1.37930	1.37862	1.37877	404	0	15
2025.08.04	01:45:00	1.37877	1.37877	1.37786	1.37787	320	0	15
2025.08.04	02:00:00	1.37787	1.37813	1.37770	1.37781	265	0	15
2025.08.04	02:15:00	1.37781	1.37781	1.37723	1.37743	230	0	15
2025.08.04	02:30:00	1.37743	1.37770	1.37731	1.37748	221	0	15
2025.08.04	02:45:00	1.37748	1.37786	1.37747	1.37761	171	0	15
2025.08.04	03:00:00	1.37763	1.37763	1.37705	1.37729	267	0	15
2025.08.04	03:15:00	1.37728	1.37761	1.37725	1.37731	170	0	15
2025.08.04	03:30:00	1.37731	1.37755	1.37721	1.37748	179	0	15
2025.08.04	03:45:00	1.37748	1.37750	1.37725	1.37750	183	0	15
2025.08.04	04:00:00	1.37750	1.37759	1.37722	1.37732	163	0	15
2025.08.04	04:15:00	1.37732	1.37744	1.37714	1.37715	149	0	15
2025.08.04	04:30:00	1.37714	1.37744	1.37700	1.37724	189	0	15
2025.08.04	04:45:00	1.37724	1.37742	1.37712	1.37738	106	0	15
2025.08.04	05:00:00	1.37737	1.37750	1.37665	1.37718	249	0	15
2025.08.04	05:15:00	1.37719	1.37743	1.37695	1.37712	183	0	15
2025.08.04	05:30:00	1.37712	1.37745	1.37712	1.37735	174	0	15
2025.08.04	05:45:00	1.37735	1.37784	1.37734	1.37774	255	0	15
2025.08.04	06:00:00	1.37774	1.37816	1.37707	1.37715	391	0	15
2025.08.04	06:15:00	1.37717	1.37820	1.37694	1.37806	333	0	15
2025.08.04	06:30:00	1.37804	1.37819	1.37695	1.37700	346	0	15
2025.08.04	06:45:00	1.37700	1.37716	1.37670	1.37710	312	0	15
2025.08.04	07:00:00	1.37713	1.37750	1.37677	1.37724	399	0	15
2025.08.04	07:15:00	1.37724	1.37778	1.37708	1.37760	377	0	15
2025.08.04	07:30:00	1.37759	1.37827	1.37759	1.37767	364	0	15
2025.08.04	07:45:00	1.37767	1.37840	1.37767	1.37833	425	0	15
2025.08.04	08:00:00	1.37831	1.37856	1.37797	1.37819	342	0	15
2025.08.04	08:15:00	1.37820	1.37848	1.37811	1.37813	319	0	15
2025.08.04	08:30:00	1.37813	1.37871	1.37810	1.37840	293	0	15
2025.08.04	08:45:00	1.37840	1.37858	1.37827	1.37832	258	0	15
2025.08.04	09:00:00	1.37832	1.37852	1.37791	1.37803	325	0	15
2025.08.04	09:15:00	1.37803	1.37814	1.37750	1.37777	278	0	15
2025.08.04	09:30:00	1.37777	1.37801	1.37756	1.37799	254	0	15
2025.08.04	09:45:00	1.37799	1.37843	1.37795	1.37839	279	0	15
2025.08.04	10:00:00	1.37839	1.37854	1.37801	1.37802	222	0	15
2025.08.04	10:15:00	1.37802	1.37866	1.37801	1.37846	205	0	15
2025.08.04	10:30:00	1.37847	1.37895	1.37829	1.37850	232	0	15
2025.08.04	10:45:00	1.37850	1.37860	1.37770	1.37804	311	0	15
2025.08.04	11:00:00	1.37803	1.37809	1.37746	1.37747	326	0	15
2025.08.04	11:15:00	1.37746	1.37784	1.37724	1.37762	306	0	15
2025.08.04	11:30:00	1.37763	1.37808	1.37758	1.37804	249	0	15
2025.08.04	11:45:00	1.37804	1.37828	1.37749	1.37759	244	0	15
2025.08.04	12:00:00	1.37758	1.37819	1.37751	1.37788	394	0	15
2025.08.04	12:15:00	1.37786	1.37791	1.37688	1.37721	417	0	15
2025.08.04	12:30:00	1.37720	1.37731	1.37668	1.37688	341	0	15
2025.08.04	12:45:00	1.37687	1.37753	1.37655	1.37726	347	0	15
2025.08.04	13:00:00	1.37726	1.37736	1.37603	1.37606	445	0	15
2025.08.04	13:15:00	1.37605	1.37650	1.37597	1.37600	402	0	15
2025.08.04	13:30:00	1.37601	1.37680	1.37598	1.37639	457	0	15
2025.08.04	13:45:00	1.37639	1.37670	1.37597	1.37612	475	0	15
2025.08.04	14:00:00	1.37614	1.37704	1.37587	1.37641	558	0	15
2025.08.04	14:15:00	1.37640	1.37701	1.37594	1.37628	546	0	15
2025.08.04	14:30:00	1.37629	1.37649	1.37578	1.37638	428	0	15
2025.08.04	14:45:00	1.37638	1.37741	1.37610	1.37713	567	0	15
2025.08.04	15:00:00	1.37712	1.37761	1.37712	1.37747	524	0	15
2025.08.04	15:15:00	1.37746	1.37799	1.37715	1.37799	410	0	15
2025.08.04	15:30:00	1.37799	1.37826	1.37706	1.37741	415	0	15
2025.08.04	15:45:00	1.37739	1.37779	1.37698	1.37755	372	0	15
2025.08.04	16:00:00	1.37755	1.37816	1.37736	1.37763	324	0	15
2025.08.04	16:15:00	1.37763	1.37802	1.37752	1.37754	258	0	15
2025.08.04	16:30:00	1.37752	1.37792	1.37748	1.37767	296	0	15
2025.08.04	16:45:00	1.37767	1.37771	1.37738	1.37746	247	0	15
2025.08.04	17:00:00	1.37747	1.37776	1.37738	1.37762	292	0	15
2025.08.04	17:15:00	1.37761	1.37789	1.37742	1.37785	217	0	15
2025.08.04	17:30:00	1.37785	1.37816	1.37775	1.37811	176	0	15
2025.08.04	17:45:00	1.37811	1.37813	1.37743	1.37744	247	0	15
2025.08.04	18:00:00	1.37743	1.37773	1.37739	1.37772	166	0	15
2025.08.04	18:15:00	1.37772	1.37780	1.37746	1.37773	173	0	15
2025.08.04	18:30:00	1.37773	1.37816	1.37762	1.37800	198	0	15
2025.08.04	18:45:00	1.37800	1.37839	1.37791	1.37834	213	0	15
2025.08.04	19:00:00	1.37835	1.37846	1.37770	1.37773	217	0	15
2025.08.04	19:15:00	1.37773	1.37780	1.37750	1.37774	172	0	15
2025.08.04	19:30:00	1.37775	1.37799	1.37770	1.37792	131	0	15
2025.08.04	19:45:00	1.37791	1.37792	1.37760	1.37781	185	0	15
2025.08.04	20:00:00	1.37781	1.37802	1.37749	1.37749	118	0	15
2025.08.04	20:15:00	1.37749	1.37749	1.37716	1.37732	114	0	15
2025.08.04	20:30:00	1.37732	1.37771	1.37732	1.37771	85	0	15
2025.08.04	20:45:00	1.37771	1.37790	1.37768	1.37782	106	0	15
2025.08.04	21:00:00	1.37783	1.37785	1.37742	1.37747	90	0	16
2025.08.04	21:15:00	1.37749	1.37768	1.37738	1.37766	151	0	42
2025.08.04	21:30:00	1.37764	1.37770	1.37753	1.37765	163	0	40
2025.08.04	21:45:00	1.37765	1.37787	1.37764	1.37779	125	0	22
2025.08.04	22:00:00	1.37788	1.37791	1.37738	1.37753	109	0	17
2025.08.04	22:15:00	1.37753	1.37753	1.37723	1.37733	100	0	15
2025.08.04	22:30:00	1.37734	1.37743	1.37732	1.37741	46	0	15
2025.08.04	22:45:00	1.37741	1.37741	1.37712	1.37726	95	0	15
2025.08.04	23:00:00	1.37725	1.37730	1.37682	1.37691	143	0	15
2025.08.04	23:15:00	1.37691	1.37715	1.37687	1.37694	95	0	15
2025.08.04	23:30:00	1.37694	1.37715	1.37691	1.37700	111	0	15
2025.08.04	23:45:00	1.37700	1.37708	1.37687	1.37688	102	0	15
2025.08.05	00:00:00	1.37688	1.37688	1.37628	1.37649	242	0	15
2025.08.05	00:15:00	1.37648	1.37691	1.37648	1.37686	130	0	15
2025.08.05	00:30:00	1.37686	1.37704	1.37669	1.37689	174	0	15
2025.08.05	00:45:00	1.37689	1.37706	1.37678	1.37678	280	0	15
2025.08.05	01:00:00	1.37678	1.37769	1.37665	1.37757	277	0	15
2025.08.05	01:15:00	1.37757	1.37762	1.37716	1.37724	221	0	15
2025.08.05	01:30:00	1.37724	1.37765	1.37716	1.37718	193	0	15
2025.08.05	01:45:00	1.37718	1.37770	1.37704	1.37759	216	0	15
2025.08.05	02:00:00	1.37761	1.37802	1.37761	1.37782	214	0	15
2025.08.05	02:15:00	1.37784	1.37800	1.37765	1.37794	212	0	15
2025.08.05	02:30:00	1.37794	1.37822	1.37793	1.37821	145	0	15
2025.08.05	02:45:00	1.37821	1.37855	1.37817	1.37841	175	0	15
2025.08.05	03:00:00	1.37841	1.37852	1.37833	1.37849	120	0	15
2025.08.05	03:15:00	1.37849	1.37888	1.37849	1.37879	107	0	15
2025.08.05	03:30:00	1.37879	1.37889	1.37860	1.37861	92	0	15
2025.08.05	03:45:00	1.37861	1.37902	1.37861	1.37898	104	0	15
2025.08.05	04:00:00	1.37898	1.37907	1.37879	1.37889	112	0	15
2025.08.05	04:15:00	1.37889	1.37891	1.37879	1.37885	90	0	15
2025.08.05	04:30:00	1.37886	1.37896	1.37878	1.37880	106	0	15
2025.08.05	04:45:00	1.37880	1.37884	1.37849	1.37858	107	0	15
2025.08.05	05:00:00	1.37859	1.37887	1.37858	1.37869	130	0	15
2025.08.05	05:15:00	1.37869	1.37911	1.37868	1.37888	132	0	15
2025.08.05	05:30:00	1.37888	1.37941	1.37881	1.37907	190	0	15
2025.08.05	05:45:00	1.37907	1.37916	1.37879	1.37891	177	0	15
2025.08.05	06:00:00	1.37891	1.37900	1.37847	1.37849	219	0	15
2025.08.05	06:15:00	1.37849	1.37854	1.37765	1.37794	208	0	15
2025.08.05	06:30:00	1.37794	1.37826	1.37793	1.37823	197	0	15
2025.08.05	06:45:00	1.37823	1.37886	1.37819	1.37829	248	0	15
2025.08.05	07:00:00	1.37829	1.37852	1.37782	1.37787	271	0	15
2025.08.05	07:15:00	1.37787	1.37788	1.37733	1.37773	237	0	15
2025.08.05	07:30:00	1.37773	1.37812	1.37757	1.37797	247	0	15
2025.08.05	07:45:00	1.37799	1.37894	1.37799	1.37810	419	0	15
2025.08.05	08:00:00	1.37811	1.37936	1.37811	1.37927	353	0	15
2025.08.05	08:15:00	1.37927	1.37952	1.37881	1.37907	256	0	15
2025.08.05	08:30:00	1.37907	1.38029	1.37904	1.38021	352	0	15
2025.08.05	08:45:00	1.38021	1.38089	1.38021	1.38059	377	0	15
2025.08.05	09:00:00	1.38060	1.38082	1.38026	1.38028	251	0	15
2025.08.05	09:15:00	1.38028	1.38030	1.37977	1.38004	160	0	15
2025.08.05	09:30:00	1.38005	1.38049	1.38005	1.38049	209	0	15
2025.08.05	09:45:00	1.38049	1.38049	1.38005	1.38040	228	0	15
2025.08.05	10:00:00	1.38042	1.38083	1.38021	1.38051	261	0	15
2025.08.05	10:15:00	1.38052	1.38088	1.38052	1.38087	226	0	15
2025.08.05	10:30:00	1.38089	1.38090	1.38041	1.38042	162	0	15
2025.08.05	10:45:00	1.38042	1.38052	1.38032	1.38037	189	0	15
2025.08.05	11:00:00	1.38037	1.38070	1.38036	1.38061	201	0	15
2025.08.05	11:15:00	1.38060	1.38066	1.37974	1.37990	231	0	15
2025.08.05	11:30:00	1.37990	1.38096	1.37990	1.38053	314	0	15
2025.08.05	11:45:00	1.38051	1.38054	1.37949	1.37970	372	0	15
2025.08.05	12:00:00	1.37971	1.38001	1.37927	1.37992	386	0	15
2025.08.05	12:15:00	1.37991	1.38036	1.37956	1.38026	503	0	15
2025.08.05	12:30:00	1.38026	1.38059	1.37927	1.37936	459	0	15
2025.08.05	12:45:00	1.37936	1.37994	1.37907	1.37972	426	0	15
2025.08.05	13:00:00	1.37970	1.37991	1.37947	1.37954	390	0	15
2025.08.05	13:15:00	1.37953	1.37960	1.37897	1.37912	386	0	15
2025.08.05	13:30:00	1.37913	1.37918	1.37795	1.37810	651	0	15
2025.08.05	13:45:00	1.37811	1.37905	1.37802	1.37858	549	0	15
2025.08.05	14:00:00	1.37845	1.37908	1.37698	1.37877	1020	0	15
2025.08.05	14:15:00	1.37877	1.37935	1.37820	1.37889	713	0	15
2025.08.05	14:30:00	1.37889	1.37951	1.37818	1.37820	590	0	15
2025.08.05	14:45:00	1.37820	1.37926	1.37820	1.37854	635	0	15
2025.08.05	15:00:00	1.37856	1.37882	1.37781	1.37812	581	0	15
2025.08.05	15:15:00	1.37811	1.37848	1.37766	1.37824	417	0	15
2025.08.05	15:30:00	1.37823	1.37859	1.37803	1.37815	420	0	15
2025.08.05	15:45:00	1.37813	1.37848	1.37791	1.37801	343	0	15
2025.08.05	16:00:00	1.37801	1.37821	1.37746	1.37758	387	0	15
2025.08.05	16:15:00	1.37758	1.37798	1.37745	1.37762	306	0	15
2025.08.05	16:30:00	1.37762	1.37825	1.37718	1.37823	381	0	15
2025.08.05	16:45:00	1.37824	1.37827	1.37762	1.37775	264	0	15
2025.08.05	17:00:00	1.37775	1.37802	1.37766	1.37781	205	0	15
2025.08.05	17:15:00	1.37781	1.37791	1.37728	1.37728	197	0	15
2025.08.05	17:30:00	1.37727	1.37744	1.37706	1.37735	186	0	15
2025.08.05	17:45:00	1.37738	1.37804	1.37727	1.37781	230	0	15
2025.08.05	18:00:00	1.37781	1.37820	1.37772	1.37820	191	0	15
2025.08.05	18:15:00	1.37820	1.37828	1.37809	1.37821	163	0	15
2025.08.05	18:30:00	1.37819	1.37828	1.37794	1.37804	222	0	15
2025.08.05	18:45:00	1.37804	1.37880	1.37800	1.37836	264	0	15
2025.08.05	19:00:00	1.37836	1.37873	1.37810	1.37817	242	0	15
2025.08.05	19:15:00	1.37817	1.37843	1.37808	1.37826	157	0	15
2025.08.05	19:30:00	1.37826	1.37847	1.37809	1.37818	172	0	15
2025.08.05	19:45:00	1.37818	1.37824	1.37717	1.37726	285	0	15
2025.08.05	20:00:00	1.37726	1.37762	1.37701	1.37762	216	0	15
2025.08.05	20:15:00	1.37762	1.37820	1.37758	1.37817	110	0	15
2025.08.05	20:30:00	1.37817	1.37820	1.37765	1.37765	96	0	15
2025.08.05	20:45:00	1.37763	1.37763	1.37698	1.37700	287	0	15
2025.08.05	21:00:00	1.37702	1.37702	1.37664	1.37669	183	0	26
2025.08.05	21:15:00	1.37670	1.37696	1.37665	1.37695	266	0	96
2025.08.05	21:30:00	1.37695	1.37745	1.37693	1.37741	185	0	48
2025.08.05	21:45:00	1.37741	1.37757	1.37666	1.37705	189	0	32
2025.08.05	22:00:00	1.37735	1.37765	1.37725	1.37757	99	0	17
2025.08.05	22:15:00	1.37756	1.37765	1.37747	1.37765	70	0	17
2025.08.05	22:30:00	1.37765	1.37774	1.37755	1.37755	77	0	15
2025.08.05	22:45:00	1.37755	1.37761	1.37719	1.37726	182	0	15
2025.08.05	23:00:00	1.37729	1.37747	1.37714	1.37738	174	0	15
2025.08.05	23:15:00	1.37738	1.37740	1.37708	1.37708	71	0	15
2025.08.05	23:30:00	1.37708	1.37715	1.37690	1.37690	88	0	15
2025.08.05	23:45:00	1.37690	1.37712	1.37689	1.37711	74	0	15
2025.08.06	00:00:00	1.37713	1.37720	1.37655	1.37690	232	0	15
2025.08.06	00:15:00	1.37690	1.37720	1.37681	1.37717	171	0	15
2025.08.06	00:30:00	1.37717	1.37739	1.37711	1.37738	129	0	15
2025.08.06	00:45:00	1.37737	1.37746	1.37717	1.37737	169	0	15
2025.08.06	01:00:00	1.37738	1.37757	1.37738	1.37756	176	0	15
2025.08.06	01:15:00	1.37756	1.37789	1.37756	1.37768	171	0	15
2025.08.06	01:30:00	1.37768	1.37772	1.37726	1.37738	223	0	15
2025.08.06	01:45:00	1.37738	1.37755	1.37718	1.37744	163	0	15
2025.08.06	02:00:00	1.37743	1.37759	1.37734	1.37740	132	0	15
2025.08.06	02:15:00	1.37740	1.37740	1.37709	1.37724	133	0	15
2025.08.06	02:30:00	1.37725	1.37737	1.37711	1.37729	154	0	15
2025.08.06	02:45:00	1.37729	1.37739	1.37718	1.37726	109	0	15
2025.08.06	03:00:00	1.37726	1.37726	1.37695	1.37698	111	0	15
2025.08.06	03:15:00	1.37698	1.37701	1.37678	1.37692	116	0	15
2025.08.06	03:30:00	1.37692	1.37702	1.37682	1.37690	123	0	15
2025.08.06	03:45:00	1.37690	1.37706	1.37682	1.37693	87	0	15
2025.08.06	04:00:00	1.37692	1.37694	1.37673	1.37684	126	0	15
2025.08.06	04:15:00	1.37684	1.37685	1.37646	1.37663	81	0	15
2025.08.06	04:30:00	1.37663	1.37665	1.37647	1.37664	106	0	15
2025.08.06	04:45:00	1.37664	1.37703	1.37664	1.37703	110	0	15
2025.08.06	05:00:00	1.37702	1.37728	1.37697	1.37712	133	0	15
2025.08.06	05:15:00	1.37712	1.37720	1.37701	1.37710	122	0	15
2025.08.06	05:30:00	1.37710	1.37738	1.37710	1.37725	100	0	15
2025.08.06	05:45:00	1.37726	1.37743	1.37720	1.37727	157	0	15
2025.08.06	06:00:00	1.37727	1.37733	1.37683	1.37694	197	0	15
2025.08.06	06:15:00	1.37696	1.37699	1.37648	1.37661	197	0	15
2025.08.06	06:30:00	1.37661	1.37666	1.37631	1.37647	192	0	15
2025.08.06	06:45:00	1.37645	1.37674	1.37629	1.37660	236	0	15
2025.08.06	07:00:00	1.37662	1.37702	1.37653	1.37701	258	0	15
2025.08.06	07:15:00	1.37701	1.37718	1.37673	1.37680	241	0	15
2025.08.06	07:30:00	1.37680	1.37693	1.37645	1.37651	221	0	15
2025.08.06	07:45:00	1.37651	1.37665	1.37634	1.37639	237	0	15
2025.08.06	08:00:00	1.37637	1.37695	1.37637	1.37673	263	0	15
2025.08.06	08:15:00	1.37671	1.37744	1.37665	1.37741	184	0	15
2025.08.06	08:30:00	1.37743	1.37747	1.37672	1.37676	221	0	15
2025.08.06	08:45:00	1.37676	1.37698	1.37674	1.37681	156	0	15
2025.08.06	09:00:00	1.37681	1.37689	1.37664	1.37670	171	0	15
2025.08.06	09:15:00	1.37670	1.37684	1.37657	1.37674	135	0	15
2025.08.06	09:30:00	1.37674	1.37691	1.37655	1.37664	169	0	15
2025.08.06	09:45:00	1.37664	1.37682	1.37656	1.37671	200	0	15
2025.08.06	10:00:00	1.37673	1.37683	1.37598	1.37603	258	0	15
2025.08.06	10:15:00	1.37603	1.37653	1.37582	1.37651	220	0	15
2025.08.06	10:30:00	1.37653	1.37658	1.37625	1.37625	145	0	15
2025.08.06	10:45:00	1.37624	1.37634	1.37534	1.37550	315	0	15
2025.08.06	11:00:00	1.37553	1.37580	1.37525	1.37525	244	0	15
2025.08.06	11:15:00	1.37525	1.37526	1.37463	1.37473	236	0	15
2025.08.06	11:30:00	1.37472	1.37540	1.37454	1.37534	238	0	15
2025.08.06	11:45:00	1.37534	1.37573	1.37516	1.37569	195	0	15
2025.08.06	12:00:00	1.37569	1.37599	1.37559	1.37568	253	0	15
2025.08.06	12:15:00	1.37568	1.37610	1.37549	1.37555	292	0	15
2025.08.06	12:30:00	1.37557	1.37571	1.37532	1.37540	236	0	15
2025.08.06	12:45:00	1.37541	1.37543	1.37433	1.37468	375	0	15
2025.08.06	13:00:00	1.37468	1.37490	1.37432	1.37434	347	0	15
2025.08.06	13:15:00	1.37437	1.37475	1.37428	1.37463	303	0	15
2025.08.06	13:30:00	1.37461	1.37512	1.37409	1.37468	527	0	15
2025.08.06	13:45:00	1.37467	1.37496	1.37431	1.37484	504	0	15
2025.08.06	14:00:00	1.37484	1.37543	1.37452	1.37504	537	0	15
2025.08.06	14:15:00	1.37504	1.37542	1.37496	1.37512	356	0	15
2025.08.06	14:30:00	1.37510	1.37581	1.37499	1.37579	371	0	15
2025.08.06	14:45:00	1.37579	1.37581	1.37491	1.37517	409	0	15
2025.08.06	15:00:00	1.37519	1.37527	1.37410	1.37431	447	0	15
2025.08.06	15:15:00	1.37430	1.37449	1.37384	1.37411	369	0	15
2025.08.06	15:30:00	1.37411	1.37539	1.37407	1.37425	662	0	15
2025.08.06	15:45:00	1.37425	1.37447	1.37396	1.37400	400	0	15
2025.08.06	16:00:00	1.37398	1.37444	1.37388	1.37443	334	0	15
2025.08.06	16:15:00	1.37443	1.37455	1.37414	1.37442	243	0	15
2025.08.06	16:30:00	1.37442	1.37485	1.37442	1.37473	212	0	15
