<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.03	10:15:00	1.34078	1.34113	1.34049	1.34086	663	0	0
2025.09.03	10:30:00	1.34084	1.34095	1.33974	1.33974	851	0	0
2025.09.03	10:45:00	1.33975	1.34047	1.33953	1.34039	734	0	0
2025.09.03	11:00:00	1.34040	1.34060	1.33974	1.34017	789	0	0
2025.09.03	11:15:00	1.34017	1.34051	1.33976	1.33996	596	0	0
2025.09.03	11:30:00	1.33995	1.34061	1.33995	1.34041	759	0	0
2025.09.03	11:45:00	1.34039	1.34130	1.34017	1.34116	862	0	0
2025.09.03	12:00:00	1.34115	1.34178	1.34105	1.34173	816	0	0
2025.09.03	12:15:00	1.34173	1.34192	1.34100	1.34166	772	0	0
2025.09.03	12:30:00	1.34169	1.34228	1.34097	1.34099	998	0	0
2025.09.03	12:45:00	1.34104	1.34298	1.34086	1.34248	1141	0	0
2025.09.03	13:00:00	1.34250	1.34261	1.34174	1.34261	1168	0	0
2025.09.03	13:15:00	1.34260	1.34290	1.34204	1.34284	943	0	0
2025.09.03	13:30:00	1.34285	1.34364	1.34129	1.34196	1440	0	0
2025.09.03	13:45:00	1.34194	1.34209	1.34103	1.34178	1263	0	0
2025.09.03	14:00:00	1.34174	1.34434	1.34157	1.34354	2014	0	0
2025.09.03	14:15:00	1.34358	1.34468	1.34357	1.34392	1505	0	0
2025.09.03	14:30:00	1.34393	1.34444	1.34328	1.34411	1297	0	0
2025.09.03	14:45:00	1.34411	1.34425	1.34250	1.34337	1273	0	0
2025.09.03	15:00:00	1.34337	1.34457	1.34299	1.34405	1095	0	0
2025.09.03	15:15:00	1.34410	1.34509	1.34380	1.34493	906	0	0
2025.09.03	15:30:00	1.34493	1.34525	1.34470	1.34476	994	0	0
2025.09.03	15:45:00	1.34476	1.34539	1.34444	1.34479	895	0	0
2025.09.03	16:00:00	1.34480	1.34511	1.34453	1.34506	839	0	0
2025.09.03	16:15:00	1.34506	1.34516	1.34436	1.34496	602	0	0
2025.09.03	16:30:00	1.34495	1.34520	1.34463	1.34465	503	0	0
2025.09.03	16:45:00	1.34465	1.34524	1.34455	1.34501	575	0	0
2025.09.03	17:00:00	1.34500	1.34578	1.34499	1.34563	555	0	0
2025.09.03	17:15:00	1.34563	1.34585	1.34540	1.34573	532	0	0
2025.09.03	17:30:00	1.34568	1.34580	1.34472	1.34484	542	0	0
2025.09.03	17:45:00	1.34484	1.34484	1.34391	1.34411	569	0	0
2025.09.03	18:00:00	1.34408	1.34479	1.34380	1.34454	614	0	0
2025.09.03	18:15:00	1.34455	1.34472	1.34427	1.34452	485	0	0
2025.09.03	18:30:00	1.34448	1.34460	1.34391	1.34431	552	0	0
2025.09.03	18:45:00	1.34433	1.34457	1.34415	1.34418	457	0	0
2025.09.03	19:00:00	1.34420	1.34420	1.34370	1.34372	442	0	0
2025.09.03	19:15:00	1.34373	1.34388	1.34344	1.34380	446	0	0
2025.09.03	19:30:00	1.34382	1.34412	1.34373	1.34398	454	0	0
2025.09.03	19:45:00	1.34398	1.34414	1.34383	1.34384	387	0	0
2025.09.03	20:00:00	1.34383	1.34430	1.34382	1.34430	258	0	0
2025.09.03	20:15:00	1.34429	1.34452	1.34414	1.34451	251	0	0
2025.09.03	20:30:00	1.34450	1.34461	1.34425	1.34434	265	0	0
2025.09.03	20:45:00	1.34435	1.34468	1.34404	1.34448	646	0	0
2025.09.03	21:00:00	1.34450	1.34450	1.34401	1.34421	209	0	22
2025.09.03	21:15:00	1.34419	1.34434	1.34401	1.34411	219	0	35
2025.09.03	21:30:00	1.34412	1.34427	1.34397	1.34425	276	0	9
2025.09.03	21:45:00	1.34425	1.34427	1.34402	1.34411	236	0	9
2025.09.03	22:00:00	1.34426	1.34429	1.34399	1.34404	238	0	0
2025.09.03	22:15:00	1.34403	1.34410	1.34391	1.34392	124	0	0
2025.09.03	22:30:00	1.34393	1.34422	1.34393	1.34419	151	0	0
2025.09.03	22:45:00	1.34419	1.34423	1.34387	1.34388	106	0	0
2025.09.03	23:00:00	1.34388	1.34424	1.34385	1.34420	155	0	0
2025.09.03	23:15:00	1.34420	1.34432	1.34409	1.34418	178	0	0
2025.09.03	23:30:00	1.34421	1.34421	1.34381	1.34401	186	0	0
2025.09.03	23:45:00	1.34401	1.34421	1.34397	1.34409	232	0	0
2025.09.04	00:00:00	1.34409	1.34426	1.34361	1.34415	584	0	0
2025.09.04	00:15:00	1.34416	1.34425	1.34397	1.34406	429	0	0
2025.09.04	00:30:00	1.34405	1.34413	1.34380	1.34398	415	0	0
2025.09.04	00:45:00	1.34398	1.34441	1.34382	1.34422	538	0	0
2025.09.04	01:00:00	1.34424	1.34434	1.34331	1.34366	515	0	0
2025.09.04	01:15:00	1.34367	1.34389	1.34357	1.34385	455	0	0
2025.09.04	01:30:00	1.34385	1.34500	1.34383	1.34410	692	0	0
2025.09.04	01:45:00	1.34412	1.34422	1.34344	1.34374	592	0	0
2025.09.04	02:00:00	1.34373	1.34380	1.34317	1.34319	509	0	0
2025.09.04	02:15:00	1.34319	1.34360	1.34311	1.34341	434	0	0
2025.09.04	02:30:00	1.34339	1.34366	1.34311	1.34328	449	0	0
2025.09.04	02:45:00	1.34325	1.34333	1.34290	1.34308	470	0	0
2025.09.04	03:00:00	1.34310	1.34333	1.34269	1.34271	468	0	0
2025.09.04	03:15:00	1.34272	1.34304	1.34266	1.34291	360	0	0
2025.09.04	03:30:00	1.34294	1.34316	1.34264	1.34293	291	0	0
2025.09.04	03:45:00	1.34293	1.34301	1.34259	1.34284	279	0	0
2025.09.04	04:00:00	1.34284	1.34304	1.34270	1.34273	228	0	0
2025.09.04	04:15:00	1.34273	1.34288	1.34262	1.34269	282	0	0
2025.09.04	04:30:00	1.34265	1.34309	1.34256	1.34297	249	0	0
2025.09.04	04:45:00	1.34297	1.34302	1.34264	1.34271	290	0	0
2025.09.04	05:00:00	1.34270	1.34282	1.34238	1.34270	286	0	0
2025.09.04	05:15:00	1.34270	1.34292	1.34259	1.34290	320	0	0
2025.09.04	05:30:00	1.34290	1.34303	1.34270	1.34294	306	0	0
2025.09.04	05:45:00	1.34294	1.34296	1.34256	1.34282	384	0	0
2025.09.04	06:00:00	1.34281	1.34347	1.34281	1.34323	496	0	0
2025.09.04	06:15:00	1.34324	1.34355	1.34300	1.34317	515	0	0
2025.09.04	06:30:00	1.34317	1.34342	1.34281	1.34340	579	0	0
2025.09.04	06:45:00	1.34340	1.34409	1.34320	1.34360	625	0	0
2025.09.04	07:00:00	1.34357	1.34385	1.34295	1.34316	870	0	0
2025.09.04	07:15:00	1.34316	1.34320	1.34164	1.34279	830	0	0
2025.09.04	07:30:00	1.34282	1.34307	1.34247	1.34290	667	0	0
2025.09.04	07:45:00	1.34289	1.34333	1.34231	1.34274	697	0	0
2025.09.04	08:00:00	1.34271	1.34443	1.34266	1.34390	819	0	0
2025.09.04	08:15:00	1.34389	1.34463	1.34389	1.34430	726	0	0
2025.09.04	08:30:00	1.34428	1.34567	1.34406	1.34521	904	0	0
2025.09.04	08:45:00	1.34522	1.34550	1.34486	1.34542	625	0	0
2025.09.04	09:00:00	1.34541	1.34595	1.34467	1.34484	785	0	0
2025.09.04	09:15:00	1.34482	1.34502	1.34345	1.34349	781	0	0
2025.09.04	09:30:00	1.34351	1.34411	1.34339	1.34372	636	0	0
2025.09.04	09:45:00	1.34372	1.34432	1.34368	1.34400	679	0	0
2025.09.04	10:00:00	1.34399	1.34514	1.34375	1.34512	670	0	0
2025.09.04	10:15:00	1.34509	1.34516	1.34460	1.34473	692	0	0
2025.09.04	10:30:00	1.34470	1.34562	1.34461	1.34538	635	0	0
2025.09.04	10:45:00	1.34536	1.34541	1.34483	1.34488	600	0	0
2025.09.04	11:00:00	1.34488	1.34491	1.34374	1.34390	681	0	0
2025.09.04	11:15:00	1.34392	1.34416	1.34336	1.34347	503	0	0
2025.09.04	11:30:00	1.34347	1.34368	1.34301	1.34320	697	0	0
2025.09.04	11:45:00	1.34323	1.34351	1.34252	1.34339	807	0	0
2025.09.04	12:00:00	1.34340	1.34482	1.34325	1.34431	856	0	0
2025.09.04	12:15:00	1.34427	1.34564	1.34315	1.34318	1619	0	0
2025.09.04	12:30:00	1.34334	1.34458	1.34217	1.34304	1538	0	0
2025.09.04	12:45:00	1.34302	1.34417	1.34248	1.34411	1196	0	0
2025.09.04	13:00:00	1.34413	1.34445	1.34264	1.34273	1210	0	0
2025.09.04	13:15:00	1.34275	1.34447	1.34257	1.34411	990	0	0
2025.09.04	13:30:00	1.34408	1.34470	1.34392	1.34452	1035	0	0
2025.09.04	13:45:00	1.34454	1.34466	1.34369	1.34419	1080	0	0
2025.09.04	14:00:00	1.34414	1.34414	1.34245	1.34328	1704	0	0
2025.09.04	14:15:00	1.34329	1.34342	1.34251	1.34282	1249	0	0
2025.09.04	14:30:00	1.34287	1.34313	1.34178	1.34187	1089	0	0
2025.09.04	14:45:00	1.34188	1.34279	1.34171	1.34273	966	0	0
2025.09.04	15:00:00	1.34272	1.34330	1.34258	1.34291	904	0	0
2025.09.04	15:15:00	1.34291	1.34344	1.34273	1.34344	617	0	0
2025.09.04	15:30:00	1.34342	1.34355	1.34310	1.34351	650	0	0
2025.09.04	15:45:00	1.34351	1.34407	1.34350	1.34383	556	0	0
2025.09.04	16:00:00	1.34388	1.34397	1.34233	1.34241	700	0	0
2025.09.04	16:15:00	1.34241	1.34288	1.34173	1.34204	632	0	0
2025.09.04	16:30:00	1.34204	1.34278	1.34192	1.34237	583	0	0
2025.09.04	16:45:00	1.34238	1.34243	1.34197	1.34217	502	0	0
2025.09.04	17:00:00	1.34216	1.34235	1.34187	1.34223	444	0	0
2025.09.04	17:15:00	1.34224	1.34263	1.34224	1.34252	351	0	0
2025.09.04	17:30:00	1.34252	1.34267	1.34205	1.34232	462	0	0
2025.09.04	17:45:00	1.34232	1.34245	1.34188	1.34218	446	0	0
2025.09.04	18:00:00	1.34219	1.34313	1.34219	1.34309	481	0	0
2025.09.04	18:15:00	1.34307	1.34311	1.34266	1.34309	474	0	0
2025.09.04	18:30:00	1.34311	1.34317	1.34267	1.34277	420	0	0
2025.09.04	18:45:00	1.34275	1.34296	1.34250	1.34262	339	0	0
2025.09.04	19:00:00	1.34264	1.34331	1.34260	1.34331	299	0	0
2025.09.04	19:15:00	1.34331	1.34349	1.34297	1.34313	384	0	0
2025.09.04	19:30:00	1.34312	1.34355	1.34301	1.34331	337	0	0
2025.09.04	19:45:00	1.34331	1.34365	1.34325	1.34356	346	0	0
2025.09.04	20:00:00	1.34354	1.34369	1.34318	1.34327	269	0	0
2025.09.04	20:15:00	1.34328	1.34363	1.34326	1.34360	191	0	0
2025.09.04	20:30:00	1.34360	1.34374	1.34357	1.34371	111	0	0
2025.09.04	20:45:00	1.34371	1.34373	1.34337	1.34346	217	0	0
2025.09.04	21:00:00	1.34346	1.34346	1.34295	1.34302	100	0	9
2025.09.04	21:15:00	1.34298	1.34306	1.34294	1.34302	190	0	57
2025.09.04	21:30:00	1.34304	1.34327	1.34300	1.34316	267	0	9
2025.09.04	21:45:00	1.34317	1.34337	1.34316	1.34329	145	0	9
2025.09.04	22:00:00	1.34334	1.34355	1.34328	1.34331	151	0	0
2025.09.04	22:15:00	1.34330	1.34341	1.34327	1.34336	120	0	0
2025.09.04	22:30:00	1.34335	1.34347	1.34324	1.34333	139	0	0
2025.09.04	22:45:00	1.34334	1.34347	1.34331	1.34334	145	0	0
2025.09.04	23:00:00	1.34331	1.34351	1.34331	1.34349	142	0	0
2025.09.04	23:15:00	1.34349	1.34387	1.34344	1.34375	228	0	0
2025.09.04	23:30:00	1.34375	1.34429	1.34369	1.34421	302	0	0
2025.09.04	23:45:00	1.34421	1.34450	1.34415	1.34437	298	0	0
2025.09.05	00:00:00	1.34438	1.34465	1.34420	1.34449	472	0	0
2025.09.05	00:15:00	1.34446	1.34452	1.34418	1.34440	521	0	0
2025.09.05	00:30:00	1.34438	1.34481	1.34432	1.34455	414	0	0
2025.09.05	00:45:00	1.34454	1.34504	1.34436	1.34490	557	0	0
2025.09.05	01:00:00	1.34490	1.34539	1.34478	1.34482	506	0	0
2025.09.05	01:15:00	1.34482	1.34500	1.34466	1.34491	457	0	0
2025.09.05	01:30:00	1.34493	1.34506	1.34476	1.34480	394	0	0
2025.09.05	01:45:00	1.34480	1.34540	1.34480	1.34517	455	0	0
2025.09.05	02:00:00	1.34517	1.34542	1.34499	1.34530	469	0	0
2025.09.05	02:15:00	1.34531	1.34552	1.34519	1.34541	340	0	0
2025.09.05	02:30:00	1.34540	1.34571	1.34529	1.34561	320	0	0
2025.09.05	02:45:00	1.34561	1.34563	1.34528	1.34530	323	0	0
2025.09.05	03:00:00	1.34530	1.34553	1.34516	1.34529	328	0	0
2025.09.05	03:15:00	1.34529	1.34553	1.34518	1.34544	319	0	0
2025.09.05	03:30:00	1.34544	1.34552	1.34525	1.34531	265	0	0
2025.09.05	03:45:00	1.34531	1.34554	1.34526	1.34537	218	0	0
2025.09.05	04:00:00	1.34537	1.34548	1.34528	1.34534	225	0	0
2025.09.05	04:15:00	1.34534	1.34543	1.34514	1.34524	259	0	0
2025.09.05	04:30:00	1.34523	1.34528	1.34492	1.34497	264	0	0
2025.09.05	04:45:00	1.34498	1.34512	1.34480	1.34504	292	0	0
2025.09.05	05:00:00	1.34505	1.34519	1.34499	1.34508	204	0	0
2025.09.05	05:15:00	1.34508	1.34521	1.34498	1.34511	182	0	0
2025.09.05	05:30:00	1.34511	1.34548	1.34507	1.34540	269	0	0
2025.09.05	05:45:00	1.34540	1.34635	1.34529	1.34617	391	0	0
2025.09.05	06:00:00	1.34620	1.34693	1.34598	1.34634	749	0	0
2025.09.05	06:15:00	1.34635	1.34676	1.34563	1.34671	750	0	0
2025.09.05	06:30:00	1.34670	1.34721	1.34660	1.34667	660	0	0
2025.09.05	06:45:00	1.34667	1.34690	1.34559	1.34559	588	0	0
2025.09.05	07:00:00	1.34556	1.34585	1.34500	1.34535	791	0	0
2025.09.05	07:15:00	1.34539	1.34586	1.34514	1.34555	861	0	0
2025.09.05	07:30:00	1.34558	1.34602	1.34547	1.34569	593	0	0
2025.09.05	07:45:00	1.34571	1.34666	1.34547	1.34645	656	0	0
2025.09.05	08:00:00	1.34641	1.34683	1.34616	1.34659	591	0	0
2025.09.05	08:15:00	1.34660	1.34725	1.34658	1.34697	607	0	0
2025.09.05	08:30:00	1.34698	1.34724	1.34658	1.34661	601	0	0
2025.09.05	08:45:00	1.34661	1.34706	1.34646	1.34697	481	0	0
2025.09.05	09:00:00	1.34700	1.34750	1.34670	1.34746	580	0	0
2025.09.05	09:15:00	1.34751	1.34810	1.34746	1.34771	648	0	0
2025.09.05	09:30:00	1.34769	1.34781	1.34725	1.34767	537	0	0
2025.09.05	09:45:00	1.34768	1.34813	1.34745	1.34812	523	0	0
2025.09.05	10:00:00	1.34813	1.34843	1.34786	1.34831	477	0	0
