date,day_of_week,pair,orb_time_gmt,orb_time_ist,entry_mode,rr_ratio,expected_wr,direction,orb_high,orb_low,orb_range_pips,entry_time,entry_price,sl_price,tp_price,risk_pips,result,pnl_pips,exit_time,exit_price,exit_reason
2026-04-02,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.32453,1.32306,14.7,2026-04-02 05:00:00,1.3229,1.32473,1.31924,18.3,WIN,36.6,2026-04-02 10:15:00,1.31924,TP Hit
2026-04-08,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.34486,1.34277,20.9,2026-04-08 16:00:00,1.34266,1.34506,1.33546,24.0,WIN,34.3,2026-04-08 23:45:00,1.33923,EOD Close
2026-04-09,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.16883,1.16797,8.6,2026-04-09 11:45:00,1.16887,1.16777,1.17107,11.0,LOSS,-11.0,2026-04-09 14:35:00,1.16777,SL Hit
2026-04-09,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.3397,1.33895,7.5,2026-04-09 04:00:00,1.34056,1.33875,1.34418,18.1,LOSS,-18.1,2026-04-09 06:15:00,1.33875,SL Hit
2026-04-15,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.35749,1.35649,10.0,2026-04-15 15:15:00,1.35756,1.35629,1.36137,12.7,LOSS,-12.7,2026-04-15 20:15:00,1.35629,SL Hit
2026-04-16,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.1787,1.17815,5.5,2026-04-16 11:45:00,1.17808,1.1789,1.17644,8.2,WIN,0.2,2026-04-16 23:55:00,1.17806,EOD Close
2026-04-16,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.35846,1.35806,4.0,2026-04-16 04:00:00,1.358,1.35866,1.35668,6.6,WIN,13.2,2026-04-16 05:15:00,1.3566800000000003,TP Hit
2026-04-22,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.35044,1.34939,10.5,2026-04-22 15:15:00,1.3508,1.34919,1.35563,16.1,LOSS,-8.5,2026-04-22 23:45:00,1.34995,EOD Close
2026-04-23,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.16837,1.16788,4.9,2026-04-23 11:45:00,1.16867,1.16768,1.17065,9.9,WIN,19.8,2026-04-23 14:25:00,1.1706500000000002,TP Hit
2026-04-23,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.34862,1.34824,3.8,2026-04-23 04:15:00,1.34865,1.34804,1.34987,6.1,WIN,12.2,2026-04-23 07:00:00,1.3498699999999995,TP Hit
2026-04-29,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.35018,1.3488,13.8,2026-04-29 15:15:00,1.34869,1.35038,1.34362,16.9,LOSS,-0.8,2026-04-29 23:45:00,1.34877,EOD Close
2026-04-30,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.17192,1.17096,9.6,2026-04-30 11:50:00,1.17053,1.17212,1.16735,15.9,LOSS,-15.9,2026-04-30 14:50:00,1.17212,SL Hit
2026-04-30,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.34769,1.34731,3.8,2026-04-30 04:00:00,1.34729,1.34789,1.34609,6.0,WIN,12.0,2026-04-30 04:30:00,1.3460900000000002,TP Hit
2026-05-06,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.36039,1.35935,10.4,2026-05-06 16:00:00,1.35908,1.36059,1.35455,15.1,WIN,0.1,2026-05-06 23:45:00,1.35907,EOD Close
2026-05-07,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.17677,1.17626,5.1,2026-05-07 11:55:00,1.17694,1.17606,1.1787,8.8,LOSS,-8.8,2026-05-07 16:05:00,1.17606,SL Hit
2026-05-07,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.35971,1.35926,4.5,2026-05-07 04:15:00,1.35979,1.35906,1.36125,7.3,LOSS,-7.3,2026-05-07 06:30:00,1.35906,SL Hit
2026-05-13,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.35193,1.35118,7.5,2026-05-13 15:30:00,1.35256,1.35098,1.3573,15.8,WIN,0.8,2026-05-13 23:45:00,1.35264,EOD Close
2026-05-14,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.17053,1.16995,5.8,2026-05-14 11:55:00,1.16994,1.17073,1.16836,7.9,WIN,15.8,2026-05-14 14:55:00,1.1683599999999998,TP Hit
2026-05-14,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.35293,1.35256,3.7,2026-05-14 04:15:00,1.35296,1.35236,1.35416,6.0,LOSS,-6.0,2026-05-14 05:00:00,1.35236,SL Hit
2026-05-20,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.3439,1.34209,18.1,2026-05-20 15:15:00,1.34459,1.34189,1.35269,27.0,LOSS,-12.4,2026-05-20 23:45:00,1.34335,EOD Close
2026-05-21,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.16141,1.16065,7.6,2026-05-21 11:45:00,1.1605,1.16161,1.15828,11.1,WIN,22.2,2026-05-21 13:35:00,1.1582800000000002,TP Hit
2026-05-21,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.34303,1.34256,4.7,2026-05-21 04:45:00,1.34309,1.34236,1.34455,7.3,LOSS,-7.3,2026-05-21 07:15:00,1.34236,SL Hit
